John JingFu Jenq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Scott Crane,Roger L. Wainwright,Dale A. Schoenefeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rui  Tavares,Antonio Teofilo,Paulo  Silva,Agostinho C. Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos  Fernandes,Joto Paulo Caldeira,,Fernando  Melicio,Agostinho  Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,
W. M. Row,D. J. Morton,B. L. Adams,A. H. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deepak  Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syed S. Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susan W. McRoy,Syed S. Ali,Angelo  Restifficar,Songsak  Channarukul,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter  Selfridge,Thomas  Kirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amruth  Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karen  Sutherland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lou  Hoebel,Chris  Welty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisa  Meeden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolfgang  Strauss,Monika  Fleischmann,Mette  Thomsen,Jasminko  Novak,Udo  Zlender,Thomas  Kulessa,Frank  Pragasky,,,,,,,,,,,,,,,,,,,,,,,,
Anany  Levitin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard  Rasala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anja  Feldmann,Jennifer  Rexford,Ram&#243,n  C&#225,ceres,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack  Tumblin,Jessica K. Hodgins,Brian K. Guenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus J. Huber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erin  Shaw,W. Lewis Johnson,Rajaram  Ganeshan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael J. Pazzani,Daniel  Billsus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David R. Barstow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Maurer,G.  Succi,H.  Holz,B.  K&#246,tting,S.  Goldmann,B.  Dellen,,,,,,,,,,,,,,,,,,,,,,,,
Frank  Maurer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex  Kotov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marilyn C. Salzman,Chris  Dede,R. Bowen Loftin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean-Daniel  Fekete,Catherine  Plaisant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.  Cassell,T.  Bickmore,M.  Billinghurst,L.  Campbell,K.  Chang,H.  Vilhj&#225,lmsson,H.  Yan,,,,,,,,,,,,,,,,,,,,,,,
Stuart  Cheshire,Mary  Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dejan  Miloji&#269,i&#263,,Frederick  Douglis,Richard  Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,
Mihael  Ankerst,Markus M. Breunig,Hans-Peter  Kriegel,J&#246,rg  Sander,,,,,,,,,,,,,,,,,,,,,,,,,,
Alin  Deutsch,Mary  Fernandez,Dan  Suciu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary Ellen Zurko,Richard T. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David M. Gay,Eric  Grosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John  Davy,Tony  Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Judy  Sheard,Dianne  Hagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiung-Hui  Chiu,Chun-Chieh  Huang,Wen-Tsung  Chang,Tsung-Ho  Liang,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ernest  Ackermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josep  Domingo-Ferrer,Jordi  Herrera-Joancomart&#237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atsuyoshi  Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ljubomir  Jerinic,Vladan  Devedzic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deepak  Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syed S. Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wullianallur  Raghupathi,Sridhar P. Nerur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher A. Welty,David A. Ferrucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angel  Puerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lou  Hoebel,Chris  Welty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph  Kuan,Paul  Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.  McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiWu  Chang,Ira S. Moskowitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danai  Patiyoot,S. J. Shepherd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danai  Patiyoot,S. J. Shepherd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin  Kravets,Ken  Calvert,Karsten  Schwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael M. Stark,Elaine  Cohen,Tom  Lyche,Richard F. Riesenfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rakesh  Agrawal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronen  Feldman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel  Holsheimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. R. Mani,James  Drew,Andrew  Betz,Piew  Datta,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dimitris  Meretakis,Beat  W&uuml,thrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen D. Bay,Michael J. Pazzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Tsong-Li Wang,Xiong  Wang,King-Ip  Lin,Dennis  Shasha,Bruce A. Shapiro,Kaizhong  Zhang,,,,,,,,,,,,,,,,,,,,,,,,,
Wray  Buntine,Bernd  Fischer,Thomas  Pressburger,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jen Que Louie,Tom  Kraay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.  Hotz,G.  Nakhaeizadeh,B.  Petzsche,H.  Spiegelberger,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheong Yiu Fung,Kai Fock Loe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caroline M. Eastman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tod A. Sedbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul  Gray,Hugh J. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ellen  Spertus,Lynn Andrea Stein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawn R. Wolfe,Stephen D. Wragg,James R. Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Colombo,L.  Lenzini,E.  Mingozzi,B.  Cornaglia,R.  Santaniello,,,,,,,,,,,,,,,,,,,,,,,,,,
John H. Reif,Stephen R. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ee-Peng  Lim,Ying  Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew V. Goldberg,Kostas  Tsioutsiouliklis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis  Fowler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.  Ford,R.  Thompson,D.  Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jing-Fu  Fu Jeng,Wing Ning Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qingshan  Luo,John B. Drake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert J. Grim,J. Richard Rinewalt,L. Donnell Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert E. Smith,B. A. Dike,S. A. Stegmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hossein  Saiedian,Ka-Wing  Wong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vijayarangan  Gopalan,Abdollah  Homaifar,M. Reza Salami,R. W. Dabney,Bijan  Sayyarrodsari,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikkel  Thorup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith  Kong,Dipak  Ghosal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris A. Mack,Dale A. Legband,Sven  Jug,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vijay  Sethi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tang-Chun  Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sue  Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan  Bedworth,James  Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karen E. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcadia  Consortium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David  Gelernter,Sunil  Podar,Hussein G. Badr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.  Delorme,P.  Roux,L.  Demians d'Archimbaud,N.  Giambiasi,R.  L'Bath,B.  MacGee,R.  Charroppin,,,,,,,,,,,,,,,,,,,,,,,,
Edward J. DeJesus,James P. Callan,Curtis R. Whitehead,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yun-Wu  Huang,Philip S. Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Greer Lavery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter G. Neumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John W. Stanley Jr.,W. Scott Speights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dimitri P. Bertsekas,John N. Tsitsiklis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syed S. Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deepak  Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vladan  Devedzic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim  Menzies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stuart  Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisa  Meeden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amruth  Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.  Jablonski,H.  Wedekind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seif  Haridi,Peter  Van Roy,Per  Brand,Michael  Mehl,Ralf  Scheidhauer,Gert  Smolka,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick J. Moran,Chris  Henze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandru  Telea,Jarke J. van Wijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwan-Liu  Ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher D. Shaw,James A. Hall,David S. Ebert,D. Aaron Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom M. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerik  Scheuermann,Holger  Burbach,Hans  Hagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georges-Pierre  Bonneau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wim  de Leeuw,Robert  van Liere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Han-Wei  Shen,Ling-Jen  Chiang,Kwan-Liu  Ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patricia  Crossno,Edward  Angel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.  Goel,C.  Baker,C. A. Shaffer,B.  Grossman,R. T. Haftka,W. H. Mason,L. T. Watson,,,,,,,,,,,,,,,,,,,,,,,,
Chaomei  Chen,Leslie  Carr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl J. Manaster,Elizabeth  Nanthakumar,Phillip A. Morin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthias  Hopf,Thomas  Ertl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayesh  Govindarajan,Matthew  Ward,Jonathan  Barnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theresa-Marie  Rhyne,David H. Laidlaw,Tamara  Munzner,Victoria  Interrante,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland  H&#252,bscher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wu-Chang  Feng,Dilip D. Kandlur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan  Schl&#246,rer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Hattori,K.  Kushima,T.  Wasano,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan J. Perlis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerald Jay Sussman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chung-Hong  Lee,Hsin-Chang  Yang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wiebren  de Jonge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean M. Buijs,Michael S. Lew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheong Yiu Fung,Kai Fock Loe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David A. Turner,Keith W. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carsten  Griwodz,Michael  Zink,Michael  Liepert,Ralf  Steinmetz,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothy E. Denning,Peter J. Denning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. D. Schwartz,D. E. Denning,P. J. Denning,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothy E. Denning,Jan  Schl&#246,rer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monika R. Henzinger,Valerie  King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glen G. Langdon Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrian  Bullock,Steve  Benford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thorsten  Hampel,Reinhard  Keil-Slawik,Bastian Ginger Claassen,Frank  Plohmann,Christian  Reimann,,,,,,,,,,,,,,,,,,,,,,,,,,
John F. Koegel,Rhonda M. Koegel,Zhiming  Li,Dattaram T. Miruke,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard L. Johnson,John F. Koegel,Rhonda M. Koegel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul W. Howerton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan  Schl&#246,er,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramin  Yasdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roger  Ferguson,William W. McMillan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rebecca  Xiong,Judith  Donath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. F. Wong,G. G. Coghill,J. M. Hannah,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. F. Wong,G. G. Coghill,J. M. Hannah,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard D. Amori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel E. O'Leary,Peter  Selfridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisa  Meeden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amruth  Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deepak  Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amruth  Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerry D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank D. Anger,Rita V. Rodriguez,Douglas D. Dankel II,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. B. Ayati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. V. Pigford,G. R. Baur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwi H. Widyantoro,Thomas R. Ioerger,John  Yen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.  Ranganathan,Laurent  Andrey,Virginie  Schaal,Jean-Philippe  Favreau,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaodong  Jiang,Yunlai  Wang,Feiye  Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.  Russo Dos Santos,P.  Gros,P.  Abel,D.  Loisel,J.-P.  Paris,,,,,,,,,,,,,,,,,,,,,,,,,,
Marius J. A. Duker,Arno R. Lodder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anja  Oskamp,Maaike W. Tragter,Arno R. Lodder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T&#226,nia C. D'Agostini Bueno,Christiane Gresse von Wangenheim,Eduardo  da Silva Mattos,Hugo Cesar Hoeschl,Ricardo M. Barcia,,,,,,,,,,,,,,,,,,,,,,,,,
Rosina  Weber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James  Osborn,Leon  Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon C. R. Bennett,Craig  Partridge,Nicholas  Shectman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicole Cesa-Bianchi,Eli  Dichterman,Paul  Fischer,Eli  Shamir,Hans Ulrich Simon,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolfgang  M&#252,ller,Marc  Alexa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masanori  Sugimoto,Norio  Katayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert  Dalrymple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles W. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ron  Bardarson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel  Billsus,Michael J. Pazzani,James  Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay  Budzik,Kristian J. Hammond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark  Derthick,Steven F. Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ernest  Edmonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua  Flachsbart,David  Franklin,Kristian  Hammond,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David  Franklin,Shannon  Bradshaw,Kristian  Hammond,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaobin  Fu,Jay  Budzik,Kristian J. Hammond,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paolo  Gaudiano,Klaus  Kater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hao-Wei  Hsieh,Frank M. Shipman III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dale  Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert L. Young,Elaine  Kant,Larry A. Akers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil  Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian  Searle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mircea Gh. Negoita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandip  Sen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry  Warwick,Edward  Tsang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur L. Corcoran,John  Hale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barry  Flachsbart,W. E. Bond,Daniel C. St. Clair,Jeff  Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jianhua  Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurence D. Merkle,Gary B. Lamont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David A. Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott  Raney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David  Mosberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul  Ashley,ley  Broom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai-Hsiung  Chang,W. Homer Carlisle,James H. Cross II,David B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolf  Herzog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor  Bokun,Krzysztof  Zielinski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John  Quillan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom  Fukushima,David  Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.  Dangelmaier,H.  Hamoudia,R. F. Klahold,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo  Ortega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian  Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craig  Knudsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan-Mariano  de Goyeneche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He  Zhu,Xiaoqiang  Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex  Withers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pablo  Trincavelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter  Harvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David  Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee  Westover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moritoshi  Yasunaga,Jung Hwan Kim,Ikuo  Yoshihara,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marko  Salmela,Harri  Kyll&#246,nen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bastiaan  Sch&#246,nhage,Alex  van Ballegooij,Anton  Elli&#235,ns,,,,,,,,,,,,,,,,,,,,,,,,,,
Constantin  Arapis,Dimitri  Konstantas,Thomi  Pilioura,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adel M. Abunawass,Opinderjit Singh Bhella,Min  Ding,Weiqun  Li,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea  Bottari,Gianni Degli Antoni,Andrea G. B. Tettamanzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulvio  Corno,Matteo Sonza Reorda,Giovanni  Squillero,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elena  Marchiori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chilukuri K. Mohan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uffe Kock Wiil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keqin  Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reinhard  Jung,Robert  Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cory J. Hoelting,Dale I. Schoenefeld,Roger L. Wainwright,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Antil Nanavati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan  Carroll,Gary  Chappell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marie-Michelle  Boulet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.  Ford,G.  Hellenga,V.  Palaiya,D.  Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray  Hasemi,Bruce A. Pearce,Ramin B. Arani,William G. Hinson,Merle G. Paule,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas  Durand,Jean-Marc  Alliot,Joseph  Noailles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray R. Hashemi,Therese M. Schafer,William G. Hinson,John R. Talburt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reza  Langari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lori A. Freitag,Raymond M. Loy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David  Robertson,Kevin  Campbell,Stephen  Lau,Terry  Ligocki,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atsuyuki  Morishima,Hiroyuki  Kitagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiyuki  Seto,Takuhiro  Nagafuji,Motomichi  Toyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sami  Khuri,Teresa  Chiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luiz S. Ochi,Lucia M. A. Drummond,Rosa M. V. Figueiredo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles E. Kaiser Jr.,Gary B. Lamont,Laurence D. Merkle,George H. Gates Jr.,Ruth  Pachter,,,,,,,,,,,,,,,,,,,,,,,,,,
Marie  desJardins,Penny  Rheingans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sidney  Fels,Kenji  Mase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert  van Liere,Wim  de Leeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric V. Siegel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anne  McClard,Patricia  Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerzy W. Grzymala-Busse,Wojciech  Ziarko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harry  Hochheiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Erickson Best,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna  Bouch,Allan  Kuchinsky,Nina  Bhatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shivkumar  Kalyanaraman,Raj  Jain,Sonia  Fahmy,Rohit  Goyal,Bobby  Vandalore,,,,,,,,,,,,,,,,,,,,,,,,,,
Syed S. Ali,Susan  McRoy,Songsak  Channarvkal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher  Johnson,Larry  Birnbaum,Ray  Bareiss,Tom  Hinrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve  Lawrence,C. Lee Giles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher  Welty,Louis J. Hoebel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike  Chesher,Walter  Skok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ljubomir  Jerinic,Vladan  Devedzic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elias M. Awad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amruth  Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.  Lajolo,L.  Lavagno,M.  Rebaudengo,M. Sonza Reorda,M.  Violante,,,,,,,,,,,,,,,,,,,,,,,,,,
Danai  Patiyoot,S. J. Shepard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.  Patiyoot,S. J. Shepherd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edward A. Schneider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moshe Y. Vardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X.  Shen,W.  Liao,A.  Choudhary,G.  Memik,M.  Kandemir,S.  More,G.  Thiruvathukal,A.  Singh,,,,,,,,,,,,,,,,,,,,,,,
Tom  Barclay,Jim  Gray,Don  Slutz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
