G&#233,za  Schrauf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven C. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merrill E. Warkentin,Christopher K. Carlson,Stephen R. Ruth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter  Friedland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mei C. Chuah,Steven F. Roth,Joe  Mattis,John  Kolojejchick,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dean F. Jerding,John T. Stasko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ning  Shan,Xiaohua  Hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon C. K. Shiu,James N. K. Liu,Daniel S. Yeung,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leila  Alem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian D. Noble,M.  Satyanarayanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshinori  Munakata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tao  Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat  Langley,Herbert A. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rich  Finkelstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul  Harmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zdzislaw  Pawlak,Jerzy  Grzymala-Busse,Roman  Slowinski,Wojciech  Ziarko,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pattie  Maes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marjo  Favorin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gellof  Kanselaar,Gijsbert  Erkens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stewart N. T. Shen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen G. Eick,Brian S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith  Andrews,Frank  Kappe,Hermann  Maurer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul  Bode,Edmund  Bertschinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri  Bal,Victor  Allis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederick K. Frantz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul E. Buis,Wayne R. Dyksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michel X. Goemans,David P. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darren R. Hardy,Michael F. Schwartz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirjana  Spasojevic,M.  Satyanarayanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susan A. Mengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merrill E. Warkentin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard J. Hathaway,James C. Bezdek,John W. Davenport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed  Naimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiuh-Pyng  Shieh,Wen-Her  Yang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose M. Piquer, M. Piquer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John  Rieman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David R. Karger,Clifford  Stein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colin  Ware,Glenn  Franck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neng-Fa  Zhou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shin Yi Yen,Sandy  Napel,Geofrey D. Rubin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce S. Elenborgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew  Chalmers,Robert  Ingram,Christoph  Pfranger,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg  Turk,David  Banks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin  Kummer,Matthias  Ott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annika Wern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert  St. Amant,Paul R. Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikitas M. Sgouros,George  Papakonstantinou,Panagiotis  Tsanakas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefan  Monch,Rodiger Dillmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristina H.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazuo  Ohzeki,Takahiro  Saito,Masahide  Kaneko,Hiroshi  Harashima,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Christopher Dryer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suresh K. Bhavnani,Bonnie E. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suguru  Ishizaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loren G. Terveen,La Tondra  Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisa  Tweedie,Robert  Spence,Huw  Dawkes,Hus  Su,,,,,,,,,,,,,,,,,,,,,,,,,,,
W. H. Inmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrei M. Finkelstein,Misha  Koshelev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rick  Kazman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Neil Levine,David B. Lavo,J. J. Garcia-Luna-Aceves,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jian  Zhao,Eckhard  Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John D. Coleman,Edwin  Klement,Andrei  Savchenko,Ammo  Goettsch,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alvy Ray Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ed Huai-hsin Chi,John  Riedl,Elizabeth  Shoop,John V. Carlis,Ernest  Retzel,Phillip  Barry,,,,,,,,,,,,,,,,,,,,,,,,,
Deborah  Silver,X.  Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suresh K. Lodha,Catherine M. Wilson,Robert E. Sheehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David S. Ebert,Christopher D. Shaw,Amen  Zwa,Cindy  Starr,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suresh K. Lodha,Alex  Pang,Robert E. Sheehan,Craig M. Wittenbrink,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher G. Healey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karel J. Zuiderveld,Peter M. A. van Ooijen,John W. C. Chin-A-Woeng,Pieter C. Buijs,Marco  Olree,Frits H. Post,,,,,,,,,,,,,,,,,,,,,,,,,
Georgios  Sakas,Michael G. Vicker,Peter J. Plath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin  Roth,Ronald  Peikert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ed  Boring,Alex  Pang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. C. Lu,A. B. Rebello,D. H. Cui,R.  Yagel,R. A. Miller,G. L. Kinzel,,,,,,,,,,,,,,,,,,,,,,,,,
Scott  Nations,Robert  Moorhead,Kelly  Gaither,Steve  Aukstakalnis,Rhonda  Vickery,Warren Carl Couvillion Jr.,Daniel N. Fox,Peter  Flynn,Alan  Wallcraft,Patrick  Hogan,Ole Martin Smedstad,,,,,,,,,,,,,,,,,,,,
M.  Rafanelli,A.  Bezenchek,L.  Tininini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel A. Keim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dilvan de Abreu Moreira,Les T. Walczowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilyas  Cicekli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James K. Hightower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio  Ruiz-Mier,Joseph  Talavage,David  Ben-Arieh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary Fernandez,Norman  Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vangelis T. Paschos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary  Sullivan,Kenneth  Fordyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan M. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel  Dreilinger,Adele E. Howe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew  Sears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurt J. Schmucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pattie  Maes,Alan  Wexelblat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ati Gropius Johansen,Hal  Shubin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elliot  Soloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin L. Kullberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicole Cesa-Bianchi,Yoav  Freund,David  Haussler,David P. Helmbold,Robert E. Schapire,Manfred K. Warmuth,,,,,,,,,,,,,,,,,,,,,,,,,
Joris  van der Hoeven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James C. Lester,Sharolyn A. Converse,Susan E. Kahler,S. Todd Barlow,Brian A. Stone,Ravinder S. Bhogal,,,,,,,,,,,,,,,,,,,,,,,,,
Lisa  Tweedie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzanne  Watzman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. V. Lakshman,Upamanyu  Madhow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel  Poulin,Guy  Huard,Alain  Lavoie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gill  Barequet,Stina S. Bridgeman,Christian A. Duncan,Michael T. Goodrich,Roberto  Tamassia,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuichi  Koike,Atsushi  Sugiura,Yoshiyuki  Koseki,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ed Huai-hsin Chi,Joseph  Konstan,Phillip  Barry,John  Riedl,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan  Borning,Kim  Marriott,Peter  Stuckey,Yi  Xiao,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angela  Sodan,Guang R. Gao,Olivier  Maquelin,Jens-Uwe  Schultz,Xin-Min  Tian,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam L. Buchsbaum,Raffaele  Giancarlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David  Alberts,Giuseppe  Cattaneo,Giuseppe F. Italiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael J. Hine,Jean B. Gasen,Michael  Goul,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carson  Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edouard  Bugnion,Scott  Devine,Kinshuk  Govil,Mendel  Rosenblum,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyosun  Kim,Ramesh  Karri,Miodrag  Potkonjak,Miodrag  Potkonjak,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. C. Yoon,I. Y. Song,E. K. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith C. C. Chan,Wai-Ho  Au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemang  Lavana,Amit  Khetawat,Franc  Brglez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John  Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolfgang Gruther,Wolfgang  Prinz,Sabine  Kolvenbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pak Chung Wong,R. Daniel Bergeron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael  Cox,David  Ellsworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason  Wood,Helen  Wright,Ken  Brodlie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tzi-cker  Chiueh,Chuan-kai  Yang,Taosong  He,Hanspeter  Pfister,Arie  Kaufman,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick  Hoffman,Georges  Grinstein,Kenneth  Marx,Ivo  Grosse,Eugene  Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,
David C. Banks,John T. Foley,Kiril N. Vidimce,Ming-Hoe  Kiu,,,,,,,,,,,,,,,,,,,,,,,,,,,
James  Ahrens,Patrick  McCormick,James  Bossert,Jon  Reisner,Judith  Winterkamp,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria  Shneerson,Ayellet  Tal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy J. Loomis,Xiuwen  Liu,Zhaohua  Ding,Kikuo  Fujimura,Michael L. Evans,Hideo  Ishikawa,,,,,,,,,,,,,,,,,,,,,,,,,
Mark A. Livingston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holly  Rushmeier,Harrison  Barrett,Penny  Rheingans,Sam  Uselton,Andrew  Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
David S. Rosenblum,Alexander L. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristina H.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David M. Hilbert,Jason E. Robbins,David F. Redmiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher K. Riesbeck,Wolff  Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert  St. Amant,Martin S. Dulberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark E. Crovella,Azer  Bestavros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evangelos P. Markatos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason  McHugh,Jennifer  Widom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis A. Fern&#225,ndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyrus F. Nourani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris  Welty,Lou  Hoebel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrienne  O'Neill,Mary Ann Coe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ka-Wing  Wong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deepak  Kumar,Lisa  Meeden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ann  Barron,Karen  Ivers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchel  Resnick,Fred  Martin,Robert  Berg,Rick  Borovoy,Vanessa  Colella,Kwin  Kramer,Brian  Silverman,,,,,,,,,,,,,,,,,,,,,,,,
Erik  Strommen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teresa L. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle X. Zhou,Steven K. Feiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David  Karger,David  Karger,Rajeev  Motwani,Madhu  Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,
William  Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.  Coupaye,C. L. Roncancio,C.  Bruley,J.  Larramona,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finnrup Nielsen,Lars Kai Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John B. Black,John M. Carroll,Stuart M. McGuigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amy  Aaronson,John M. Carroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen  Casner,Clayton  Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert  Neches,John Seely Brown,Norm  Sondheimer,Tom  Malone,Mike  Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter J. Denning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothy E. Denning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter G. Neumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teresa  Lunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eugene H. Spafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William  Cheswick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve  Bellovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Eugene Schultz,Thomas A. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Todd Heberlein,Matt  Bishop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter J. Denning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ted  Doty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven  Levy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen T. Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Y. C. Woo,Simon S. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter J. Denning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. D. Tygar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anish  Bhimani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter G. Neumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Janet  Reno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothy E. Denning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORPORATE  Office of the Vice Provost for Information Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce S. Northcote,Donald E. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose M. Piquer, A. Blakeley,Michael J. Pizzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaul  Dar,Gadi  Entin,Shai  Geva,Eran  Palmon,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott  Hauck,Scott  Hauck,Stephen  Knol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick  Doyle,Barbara  Hayes-Roth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kay  Neuenhofen,Matthew  Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel  Taubin,Andrew Guziec,William  Horn,Francis  Lazarus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srikanth  Bandi,Daniel  Thalmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patricia  Boverie,Liza  Nagel,Melissa  McGee,Susan  Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shouhuai  Xu,Gendu  Zhang,Hong  Zhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerry  Van Aken,Mark  Novak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ken  Abernethy,Paula  Gabbert,Kevin  Treu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marie-Michelle  Boulet,Faouzi Ben Jebara,Serge  Boudreault,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Gregory Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert  Ward,Martin  Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. R. Neal,A. D. Irons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter A. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alejandro  Ferne,ndez,Gustavo  Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John  Rosbottom,Claude  Moulin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oded  Goldreich,Shari  Goldwasser,Dana  Ron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong-Tai  Chou,Won  Kim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denise J. Eklund,Fred  Tonge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly  Braun,Tony  Lovell,Jim  Miller,Brad  Weed,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diana  Laurillard,Jenny  Preece,Ben  Shneiderman,Lisa  Neal,Yvonne  W.,,,,,,,,,,,,,,,,,,,,,,,,,,
Nahum  Gershon,Jacob  Nielsen,Mary  Czerwinski,Nick  Ragouzis,David  Siegel,Wayne  Neale,,,,,,,,,,,,,,,,,,,,,,,,,
Nahum  Gershon,Stuart  Card,Stephen G. Eick,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzanne  Watzman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali  Hussam,Brian  Ford,Jack  Hyde,Ali  Merayyan,Bill  Plummer,Terry  Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
Rachel  Bellamy,Eileen  Genevro,Stephanie  Houde,Lori  Leahy,Gary  Young,,,,,,,,,,,,,,,,,,,,,,,,,,
Markus  Stolze,Patrick  Steiger,Michael  Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian J. Foley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jens  Kohlmorgen,Klaus-Robert M.,ller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. L. Bajaj,V.  Pascucci,D. R. Schikore,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris  Henze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher G. Healey,James T. Enns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David H. Laidlaw,Eric T. Ahrens,David  Kremers,Matthew J. Avalos,Russell E. Jacobs,Carol  Readhead,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaoyang  Mao,Yuji  Hatanaka,Hidenori  Higashida,Atsumi  Imamiya,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel A. Keim,Annemarie  Herrmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nancy E. Miller,Pak  Chung Wong,Mary  Brewster,Harlan  Foote,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kay A. Robbins,David M. Senseman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anton  Fuhrmann,Eduard  Greller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wim  de Leeuw,Robert  van Liere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leslie  Keely,Sam  Uselton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ari  Sadarjoen,Frits H. Post,Bing  Ma,David C. Banks,Hans-Georg  Pagendarm,,,,,,,,,,,,,,,,,,,,,,,,,,
J. E. van der Heyden,M. S. T. Carpendale,K.  Inkpen,M. S. Atkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. M. Vos,H. J. W. Spoelder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sami  Khoury,Adrian  Freed,David  Wessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nelson  Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim  Durbin,J. Edward Swan II,Brad  Colbert,John  Crowe,Rob  King,Tony  King,Christopher  Scannell,Zachary  Wartell,Terry  Welsh,,,,,,,,,,,,,,,,,,,,,,
Paul  Chapman,Peter  Stevens,Derek  Wills,Graham  Brookes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elisha  Sacks,Leo  Joskowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco  Lanzagorta,Milo V. Kral,J. Edward Swan II,George  Spanos,Rob  Rosenberg,Eddy  Kuo,,,,,,,,,,,,,,,,,,,,,,,,,
Clifford A. Shaffer,Duane L. Knill,Layne T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David H. Laidlaw,David  Kremers,Felica  Frankel,Victoria  Interrante,Thomas  Banchoff,,,,,,,,,,,,,,,,,,,,,,,,,,
David D. Clark,Wenjia  Fang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin J. Sullivan,Steve  Geist,Paul  Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sitt Sen Chok,Kim  Marriott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ellen  Spertus,Lynn Andrea Stein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susan  Dumais,John  Platt,David  Heckerman,Mehran  Sahami,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caroline  St. Clair,Chengwen  Liu,Niki  Pissinou,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anurag  Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iain M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eun-Jeong  Son,In-Soo  Kang,Tae-Wan  Kim,Ki-Joune  Li,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dale O. Stahl,Andrew B. Whinston,Keqiang  Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ori  Regev,Noam  Nisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qiping  Zhang,Catherine G. Wolf,Shahrokh  Daijavad,Maroun  Touma,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nader H. Bshouty,Sally A. Goldman,H. David Mathias,Subhash  Suri,Hisao  Tamaki,,,,,,,,,,,,,,,,,,,,,,,,,,
Jill M. Boyce,Robert D. Gaglianello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wu-chi  Feng,Brijesh  Krishnaswami,Arivind  Prabhudev,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark  Maybury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristina H.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke S. Zettlemoyer,Robert  St. Amant,Martin S. Dulberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neil W. Van Dyke,Henry  Lieberman,Pattie  Maes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jude  Shavlik,Lawrence  Birnbaum,William  Swartout,Eric  Horvitz,Barbara  Hayes-Roth,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry  Lieberman,Jeffrey M. Bradshaw,Yolanda  Gil,Ted  Selker,,,,,,,,,,,,,,,,,,,,,,,,,,,
William H. Bares,James C. Lester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher  Johnson,Larry  Birnbaum,Ray  Bareiss,Tom  Hinrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug  Bryan,Anatole  Gershman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ted  Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oukseh  Lee,Kwangkeun  Yi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillip M. Yelland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael  Kearns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craig  Labovitz,G. Robert Malan,Farnam  Jahanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vijay  Kumar,Richard  Furuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathias  Weske,Thomas  Goesmann,Roland  Holten,R&#252,diger  Striemer,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel  Hilerio,Weidong  Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefan  Berchtold,Alexandros  Biliris,Euthimios  Panagos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakob  Magun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniele  Frigioni,Mario  Ioffreda,Umberto  Nanni,Giulio  Pasqualone,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chang-Hyun  Jo,Jea Gi Son,Younwoo  Kang,Phill Soo Lim,,,,,,,,,,,,,,,,,,,,,,,,,,,
