Jieh-Shan  Yeh,Szu-Chen  Lin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long-Sheng  Chen,Chun-Chin  Hsu,Yu-Shan  Chang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eunyoung  Cheon,JoongHo  Ahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chowdhury Farhan Ahmed,Syed Khairuzzaman Tanbeer,Byeong-Soo  Jeong,Young-Koo  Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donghai  Guan,Young-Koo  Lee,Sungyoung  Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umeshwar  Dayal,Malu  Castellanos,Alkis  Simitsis,Kevin  Wilkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noman  Mohammed,Benjamin C. M. Fung,Ke  Wang,Patrick C. K. Hung,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bin  Zhou,Yi  Han,Jian  Pei,Bin  Jiang,Yufei  Tao,Yan  Jia,,,,,,,,,,,,,,,,,,,,,,,,,
Jan  Remy,Angelika  Steger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott  Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erol  Gelenbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter  Mawhorter,Elaine  Shaver,Zeke  Koziol,Zachary  Dodds,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seth N. Hetu,Gary  Tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R V Nataraj,S  Selvan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manisha  Agarwal,Manisha  Jailia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anand V. Hudli,Balasubrahmanya  Shivaradhya,Raghu V. Hudli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. S. Admuthe,S. D. Apte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pradip Kumar Bala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latanya  Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian E. Carpenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam  Greenhalgh,Felipe  Huici,Mickael  Hoerdt,Panagiotis  Papadimitriou,Mark  Handley,Laurent  Mathy,,,,,,,,,,,,,,,,,,,,,,,,,
Chuan  Han,Siyu  Zhan,Yaling  Yang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jens-Matthias  Bohli,Christoph  Sorge,Dirk  Westhoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuan-Ta  Chen,Hsing-Kuo Kenneth Pao,Hong-Chung  Chang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arno  Puder,Sascha  H&#228,berling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhiyong  Shan,Yang  Yu,Tzi-cker  Chiueh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaojuan  Ma,Perry R. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naomi  Yamashita,Rieko  Inaba,Hideaki  Kuzuoka,Toru  Ishida,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Maxwell Harper,Daniel  Moy,Joseph A. Konstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anind K. Dey,Alan  Newberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katherine M. Everitt,Tanya  Bragin,James  Fogarty,Tadayoshi  Kohno,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aniket  Kittur,Bryant  Lee,Robert E. Kraut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stina  Nylander,Ter&#233,s  Lundquist,Andreas  Br&#228,nnstr&#246,m,,,,,,,,,,,,,,,,,,,,,,,,,
Johann  Schrammel,Michael  Leitner,Manfred  Tscheligi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex S. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Y. Lim,Anind K. Dey,Daniel  Avrahami,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony  Bergstrom,Karrie  Karahalios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander  Rasmussen,Emre  Kiciman,Benjamin  Livshits,Madanlal  Musuvathi,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver  Zheng,Jason  Poon,Konstantin  Beznosov,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laura Irina Rusu,Wenny  Rahayu,David  Taniar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas  Anciaux,Mehdi  Benzine,Luc  Bouganim,Philippe  Pucheral,Dennis  Shasha,,,,,,,,,,,,,,,,,,,,,,,,,,
Xin  Jin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christos  Baloukas,Jose L. Risco-Martin,David  Atienza,Christophe  Poucet,Lazaros  Papadopoulos,Stylianos  Mamagkakis,Dimitrios  Soudris,J.  Ignacio Hidalgo,Francky  Catthoor,Juan  Lanchares,,,,,,,,,,,,,,,,,,,,,
Louise  Barkhuus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caroline  Hummels,Emile  Aarts,Kees  Overbeeke,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yu-Chung  Chen,Sangyoon  Lee,HyeJung  Hur,Jason  Leigh,Andrew  Johnson,Luc  Renambot,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron  Spaulding,Krzysztof Z. Gajos,Anthony  Jameson,Per Ola  Kristensson,Andrea  Bunt,Will  Haines,,,,,,,,,,,,,,,,,,,,,,,,,
Christoph  Bartneck,Mathias  Funk,Martijn ten Bh&#246,mer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony  Tang,Saul  Greenberg,Sidney  Fels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pranav  Mistry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuichiro  Takeuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hee Rin  Lee,Carl  DiSalvo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yedendra Babu Shrinivasan,David  Gotz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Alexander Torpey,Elena Naomi Jessop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rudolph L. Mappus IV,Paul M. Corballis,Melody M. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nadia  Boukhelifa,David John Duke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex P. Lambert,Stephen M. Bezek,Karrie G. Karahalios,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathias  Funk,Piet  van der Putten,Henk  Corporaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alain  Forget,Sonia  Chiasson,Robert  Biddle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elsa Kosmack Vaara,Kristina H.,Jakob  Tholander,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David  Lee,Sean A. Munson,Ben  Congleton,Mark W. Newman,Mark S. Ackerman,Erik C. Hofer,Thomas A. Finholt,,,,,,,,,,,,,,,,,,,,,,,,
Kora A. Bongen,Karrie G. Karahalios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen B. Gilbert,Stephen B. Blessing,Liz  Blankenship,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross  Shannon,Aaron  Quigley,Paddy  Nixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian  O'Neill,Mark O. Riedl,Michael  Nitsche,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan  Morris,Jimmy  Secretan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shea  Frederick,Colin  Ramsay,Steve Cutter  Blades,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aqeel  Mahesri,Daniel  Johnson,Neal  Crago,Sanjay J. Patel,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamie  MacLennan,ZhaoHui  Tang,Bogdan  Crivat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abhijit R. Joshi,M.  Sasikumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrirang Ambaji Kulkarni,G Raghavendra Rao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. P. Adhiya,S. R. Kolhe,Sandip S. Patil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Jaba Sheela,V.  Shanthi,D. Jeba Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. C. Shubhangi,P. S. Hiremath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nekita A Chavhan,S A Chhabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. S. Bhilare,A. K. Ramani,Sanjay  Tanwani,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandeep  Chakravorty,Amrita  Chakrabarti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parteek  Bhatia,R. K Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.  Chandra,R. A. Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Md. Sumon Shahriar,Sarawat  Anam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhen-Chun  Huang,Guo-Qing  Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Chen Ming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Wenchuan Yang,  Peng Wang,  Chunyang Gao,  Yanyang Fan,  Huahua Luan,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajan  Samtani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charu C. Aggarwal,Philip S. Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jules J.  Berman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don  Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sriram  Venkatapathy,Srinivas  Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary B.  Shelly,Thomas J.  Cashman,Misty E.  Vermaat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul N. Bennett,David Maxwell Chickering,Anton  Mityagin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murat Ali Bayir,Ismail Hakki Toroslu,Ahmet  Cosar,Guven  Fidan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashish  Goel,Kamesh  Munagala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reinier H. van Leuken,Lluis  Garcia,Ximena  Olivares,Roelof  van Zwol,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyla  Bilge,Thorsten  Strufe,Davide  Balzarotti,Engin  Kirda,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anon  Plangprasopchok,Kristina  Lerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yu  Zheng,Lizhu  Zhang,Xing  Xie,Wei-Ying  Ma,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philipp  Scholl,Renato  Dom&#237,nguez Garc&#237,a,Doreen  B&#246,hnstedt,Christoph  Rensing,Ralf  Steinmetz,,,,,,,,,,,,,,,,,,,,,,,
Jingwei  Huang,David  Nicol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deborah  Bodeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christine  Zarges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank  Tsui,Andy  Wang,Kai  Qian,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Garrido Campos,Luis Rodriguez Miguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommi  Mikkonen,Antero  Taivalsaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshihiro  Yokoyama,Miyuki  Hanaoka,Makoto  Shimamura,Kenji  Kono,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christine  Choppy,Gianna  Reggio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Janne  Kuuskeri,Tommi  Mikkonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruno W. P. Hoelz,C&#233,lia Ghedini Ralha,Rajiv  Geeverghese,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chun  Wei,Alan  Sprague,Gary  Warner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seongwook  Youn,Dennis  McLeod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhongshan  Lin,SeungJin  Lim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin C. M. Fung,Ming  Cao,Bipin C. Desai,Heng  Xu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra  de Amo,Marcos Roberto Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuting  Xu,Shuhua  Lai,Manying  Qiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valter  Roesler,Ronaldo  Husemann,Carlos Haas Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shin-gyu  Kim,Hyuck  Han,Kyungho  Jeon,Hyungsoo  Jung,Heon Y. Yeom,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoshihiro  Oyama,Yoshiki  Kaneko,Hideya  Iwasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavio  Lombardi,Roberto  Di Pietro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheikh I Ahamed,Donghyun  Kim,Chowdhury S Hasan,Mohammad  Zulkernine,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peng-Jun  Wan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peng-Jun  Wan,Scott C.-H. Huang,Lixin  Wang,Zhiyuan  Wan,Xiaohua  Jia,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario  Cozzi,Claudia  Far&#232,,Alessandro  Meroni,Vincenzo  Rana,Marco Domenico Santambrogio,Donatella  Sciuto,,,,,,,,,,,,,,,,,,,,,,,,
Keith  Grochow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaoshan  Liu,Ligang  Wang,Xiao-Feng  Li,Jean-Luc  Gaudiot,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simona  Caraiman,Vasile I. Manta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay L.T. Cornwall,Lee  Howes,Paul H.J. Kelly,Phil  Parsonage,Bruno  Nicoletti,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislav  Bratanov,Roman  Belenov,Nikita  Manovich,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom  Stafford,Patrick Y.K. Chau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guoqing  Chen,Yu  Chen,Kang  Xie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaoyu  Wang,Hongyan  Liu,Daoxin  Er,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yao  Zhong,Liu  Jian,Wu  Zijun,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas  Franz,Klaas  Dellschaft,Steffen  Staab,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wei  Lu,Mahbod  Tavallaee,Ali A. Ghorbani,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherri  Sparks,Shawn  Embleton,Cliff C. Zou,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefan  Fenz,Andreas  Ekelhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katherine T. Pinard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaitanya  Yalamanchili,Kiron  Vijayasankar,Erez  Zadok,Gopalan  Sivathanu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baomin  Xu,Qiang  Gao,Chunyan  Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wei  Ren,Kui  Ren,Wenjing  Lou,Yanchao  Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dengfeng  Yao,Yunfeng  Qiu,Zaixin  Du,Jianqing  Ma,Harry  Huang,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Eduardo Martins,Felipa  lopes dos Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hal  Varian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander  Repenning,Ashok  Basawapatna,Kyu Han Koh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John  Edgar,Toby  Donaldson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sahar  Shabanah,Jim X. Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patricia  Lasserre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael L. Stamat,Jeffrey W. Humphries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanjeev  Arora,Constantinos  Daskalakis,David  Steurer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linda  Sellie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonid  Barenboim,Michael  Elkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandr  Andoni,Krzysztof  Onak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard  Cleve,Daniel  Gottesman,Michele  Mosca,Rolando D. Somma,David  Yonge-Mallo,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravi  Kannan,Hariharan  Narayanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anupam  Gupta,Amit  Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anupam  Gupta,Ravishankar  Krishnaswamy,R.  Ravi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phokion G. Kolaitis,Swastik  Kopparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt  MacLaurin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David  Olsen,Michael  Mateas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rehman  Butt,Stefan J. Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen  Howell,Tony  Veale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael  Eagle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharad  Malik,Lintao  Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelley  Gaskin,Robert L. Ferrett,Alicia  Vargas,Suzanne  Marks,Sally  Preston,,,,,,,,,,,,,,,,,,,,,,,,,,
Reinhard  Bauer,Daniel  Delling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom  Coleman,Anthony  Wirth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boris V. Cherkassky,Loukas  Georgiadis,Andrew V. Goldberg,Robert E. Tarjan,Renato F. Werneck,,,,,,,,,,,,,,,,,,,,,,,,,,
Guido  R&#246,&#223,ling,J. &#193,ngel  Vel&#225,zquez-Iturbide,,,,,,,,,,,,,,,,,,,,,,,,,
Jaime  Urquiza-Fuentes,J. &#193,ngel  Vel&#225,zquez-Iturbide,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ville  Karavirta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nilesh  Dalvi,Christopher  R&#233,,Dan  Suciu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leah  Hoffmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dimitris  Achlioptas,Aaron  Clauset,David  Kempe,Cristopher  Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin  Leyton-Brown,Eugene  Nudelman,Yoav  Shoham,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olfa  Nasraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimeng  Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xingquan  Zhu,Ruoming  Jin,Yuri  Breitbart,Gagan  Agrawal,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael  Giering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nguyen Quang Huy,Ong Yew Soon,Lim Meng Hiot,Natalio  Krasnogor,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suhas  Mathur,Sanjit  Kaul,Marco  Gruteser,Wade  Trappe,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim  Menzies,Oussama  El-Rawas,Jairus  Hihn,Barry  Boehm,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ay&#351,e  Tosun,Burak  Turhan,Ay&#351,e  Bener,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary D. Boetticher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregory  Gay,Tim  Menzies,Bojan  Cukic,Burak  Turhan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christophe  Hurter,St&#233,phane  Conversy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian  Jacquemin,Rami  Ajaj,Roland  Cahen,Yoan  Olivier,Diemo  Schwarz,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillaume  Masserey,Frank  Tarpin-Bernard,Bertrand  David,Kinan  Samaan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christophe  Hurter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ding-Ying  Chiu,Yi-Hung  Wu,Arbee L. Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew F. Tappenden,James  Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milan  Ru&#382,i&#263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas  Hartley,Quasim  Mehdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian  Cugelman,Mike  Thelwall,Phil  Dawes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaetanino  Paolone,Eliseo  Clementini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xuesong  Zhang,Lorne  Olfman,Peter  Ractham,Daniel  Firpo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Konstantin  Beznosov,Philip  Inglesant,Jorge  Lobo,Rob  Reeder,Mary Ellen  Zurko,,,,,,,,,,,,,,,,,,,,,,,,,,
Kianoosh  Mokhtarian,Mohamed  Hefeeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philip A. Branch,Amiel  Heyde,Grenville J. Armitage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiuxing  Liu,Bulent  Abali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Suhail Rehman,Kishore  Kothapalli,P. J. Narayanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wenjing  Ma,Gagan  Agrawal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shih-wei  Liao,Tzu-Han  Hung,Donald  Nguyen,Hucheng  Zhou,Chinyen  Chou,Chiaheng  Tu,,,,,,,,,,,,,,,,,,,,,,,,,
S&#225,ndor P. Fekete,Dietmar  Fey,Marcus  Komann,Alexander  Kr&#246,ller,Marc  Reichenbach,Christiane  Schmidt,,,,,,,,,,,,,,,,,,,,,,,
Cosmin E. Oancea,Alan  Mycroft,Stephen M. Watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin  Livshits,Aditya V. Nori,Sriram K. Rajamani,Anindya  Banerjee,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shichao  Zhang,Jilian  Zhang,Zhi  Jin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederick E. Petry,Lei  Zhao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florian  Marquardt,Adelinde M. Uhrmacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannu  Kukka,Timo  Ojala,Juha  Tiensyrj&#228,,Teemu  Mikkonen,,,,,,,,,,,,,,,,,,,,,,,,,,
Maoguo  Gong,Licheng  Jiao,Wenping  Ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maoguo  Gong,Licheng  Jiao,Wenping  Ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinwei  Gu,Cuiwen  Cao,Bin  Jiao,Xingsheng  Gu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuming  Liang,Lihong  Xu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Konstantinos E. Parsopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feng  Wang,Zhiyi  Lin,Cheng  Yang,Yuanxiang  Li,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chun-Yin  Wu,Ching-Bin  Zhang,Chi-Jer  Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiang-feng  Zhang,Jun  Liu,Yong-sheng  Ding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hongbing  Liu,Shengwu  Xiong,Qiong  Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jin  Longcun,Wan  Wanggen,Cui  Bin,Yu  Xiaoqing,Xu  Hongwei,,,,,,,,,,,,,,,,,,,,,,,,,,
Bai  Su,Yi-Dong  Shen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiliang  Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fan  Xie,Suoju  He,Xiao  Liu,Xingguo  Li,Junping  Du,Jiajian  Yang,Yiwen  Fu,Yang  Chen,Junping  Wang,Zhiqing  Liu,Qiliang  Zhu,,,,,,,,,,,,,,,,,,,,
Yuan  Xu,Yang  Deli,Liu  Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kun  Yang,Jingwei  Ye,Zhijun  Li,Yu  Qiao,,,,,,,,,,,,,,,,,,,,,,,,,,,
You-Ming  Yu,Guo-Qing  Zhao,Jian-Dong  Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuntao  Zhao,Jing  Wang,Yong  Song,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shashank  Shanbhag,Tilman  Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca  Genovali,Laura  Ricci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurent  Mathy,Luigi  Iannone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akihiro  Nakao,Ryota  Ozaki,Yuji  Nishida,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.  Sanislav,D.  Capatina,L.  Miclea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. I. Buzdugan,I.  Nascu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangwhan  Cha,  Kurz,J.  Bernd,Weichang  Du,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai  Lin,David  Chen,Geoff  Dromey,Steven  Xia,Chengzheng  Sun,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria del Pilar Angeles,Francisco  Garc&#237,a-Ugalde,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bensheng  Wang,Tao  Wang,Noufissa  Mikou,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hua  Hu,Ke  Liu,JaHua  Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giorgos  Tylissanakis,Yiannis  Cotronis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin  Schutz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haggai  Roitman,Avigdor  Gal,Louiqa  Raschid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali  Inan,Murat  Kantarcioglu,Elisa  Bertino,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross  Maciejewski,Ryan  Hafen,Stephen  Rudolph,George  Tebbetts,William S. Cleveland,Shaun J. Grannis,David S. Ebert,,,,,,,,,,,,,,,,,,,,,,,,
Michael  Zyda,Marc  Spraragen,Balakrishnan  Ranganathan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
